date,time,temperature_fahrenheit,dew_point_fahrenheit,humidity_percentage,wind,wind_speed_mph,wind_gust_mph,pressure_in,precipitation_in,condition
01/01/2022,19:30:00,52.47620511330312,49.653555574307966,85,S,2.5785980593030255,11.83961451271559,30.065858597736078,0.22906877424497163,Fog
01/01/2022,20:00:00,65.10151574937673,53.74522685466502,100,SW,6.658233791284186,5.717329667298328,30.002842488980754,0.13560508539087457,Rain / Windy
01/01/2022,20:30:00,56.239995287510126,64.48711649787127,94,NW,0.15343289009315364,0.43891951982102717,30.022756069154934,0.4752837088922025,Fog
01/01/2022,21:00:00,85.54935898351422,51.508767961125024,100,E,4.066159810316961,7.431087219304142,30.089577786671818,0.6145272894535988,Snow
01/01/2022,21:30:00,61.968423033403845,51.48384031270814,86,SE,5.658550503940908,9.470823362613567,30.03842935130541,0.42622029142616824,T-Storm / Windy
01/01/2022,22:00:00,70.83427317862709,51.49449178975642,52,N,8.665082930931577,6.377354469009175,29.996706969558655,0.8117954006565152,Haze / Windy
01/01/2022,22:30:00,75.43076640927411,49.32215182796061,96,NE,1.0830712449873825,1.6968051973250053,29.943644785561993,0.3260820703109659,Drizzle
01/01/2022,23:00:00,62.70895391404568,56.69644104448595,80,SE,0.2338502960944977,13.927404046210613,29.990388213304428,0.10609419180348689,Clear
01/01/2022,23:30:00,84.92996387869155,53.66987049121384,78,N,0.2755885300090699,0.06766627030790784,30.085970849073668,0.8643667568419747,Cloudy
01/02/2022,00:00:00,71.67149163797333,48.54884600307826,71,S,3.1812779952866377,8.605031548165849,30.022564837063424,0.08475722092046212,Haze / Windy
01/02/2022,00:30:00,68.81196777696651,45.45074937550712,77,NW,6.179938421371346,14.524070101928983,30.028516963650613,0.6643302740914185,Clear
01/02/2022,01:00:00,86.57551927008332,55.47510981168658,61,NE,6.183328490654337,3.661708541584892,30.072255486995793,0.3116565801407789,Thunder
01/02/2022,01:30:00,53.140068144390405,62.50053295530181,88,N,7.088090958692524,8.10507847504216,30.067995807031238,0.8959912079143035,Clear
01/02/2022,02:00:00,89.29054488204771,55.68293071785783,88,CALM,2.4920857560398413,1.7812754928560297,29.923145985497605,0.07466945643982914,Snow
01/02/2022,02:30:00,56.19212570245439,53.66663310089942,62,W,6.858484873036199,9.041255394316321,29.978401044893282,0.8894361252210696,Cloudy
01/02/2022,03:00:00,64.71989139657393,63.193970209814566,64,E,3.3614015121384377,7.832076794165675,29.935372034244274,0.4727848456900404,Fog
01/02/2022,03:30:00,54.43532250735545,52.03844836294976,99,S,5.643849078972845,2.323098936927095,29.91153217344998,0.18054217501261538,Rain
01/02/2022,04:00:00,55.30201090504282,65.16646921389784,52,NW,3.4657940342677707,10.869039305738417,30.085301732299605,0.7451995648212367,Thunder
01/02/2022,04:30:00,59.509724883648715,49.89306448645204,67,W,2.1305216283666395,3.7439546236350036,30.08293551633734,0.8993921208745643,Clear
01/02/2022,05:00:00,70.54964468842975,69.88452546586414,89,CALM,5.776006915791885,2.976702039839887,29.964304033397323,0.5853003404883461,Cloudy
01/02/2022,05:30:00,83.69805399101921,66.13384896539864,61,NW,6.980344531033834,10.502824526701005,29.966814585578117,0.5590284728429913,T-Storm / Windy
01/02/2022,06:00:00,80.70097339952353,69.24442623977914,85,N,5.203499463089977,2.9863658387984477,30.00499444365331,0.5524916804241213,Fog
01/02/2022,06:30:00,74.31319545670739,58.63617340199412,84,NW,4.546982253334488,0.9214035912403612,30.05482253748549,0.10713729873291233,Haze / Windy
01/02/2022,07:00:00,83.54302493699427,44.99037304237262,55,CALM,0.5062484953915458,4.339478936861331,29.925000341932726,0.5936776202063272,Rain / Windy
01/02/2022,07:30:00,52.574341470500656,67.01004113100649,98,E,8.560356695247226,0.9293716124590207,29.962780561007246,0.6504877984223623,T-Storm / Windy
01/02/2022,08:00:00,72.59858661321327,66.78310794273227,59,SW,1.3550025893837003,0.08802507650079117,30.041704899834954,0.5602395972639838,T-Storm
01/02/2022,08:30:00,68.35560891319196,69.86455070788072,72,SE,6.045263043653739,11.555626222085525,29.977944972947217,0.8038655161774467,Rain
01/02/2022,09:00:00,57.45363928687956,47.01593184590492,62,NE,5.722833358724807,10.476611757260487,29.917303647876494,0.8971421349727368,Thunder
01/02/2022,09:30:00,51.421247738365594,57.292851052837094,68,S,0.9253306994173061,13.00275000173207,30.04020213987841,0.14595734011746042,Fog
01/02/2022,10:00:00,60.37452528549032,49.09608545400449,65,W,0.5585134939288317,0.34950280754968255,29.92199352992984,0.5571694835406572,T-Storm / Windy
01/02/2022,10:30:00,62.28594968981855,55.19556419170326,86,SW,7.688408893225577,1.6212767262018994,29.970078897937473,0.28886811934304124,Snow
01/02/2022,11:00:00,75.75082010955205,60.62667785384332,62,E,7.260905511162706,13.47022006231119,30.080008086322792,0.7834128025971518,Haze / Windy
01/02/2022,11:30:00,79.97183621120922,50.557393793056804,76,N,4.594685978441969,2.991275677323576,30.049935990995202,0.4321470601562373,Snow
01/02/2022,12:00:00,62.69709159230314,53.28586366084087,84,S,4.737704125013572,12.968212354766894,29.914920155423857,0.7396663313944969,Snow
01/02/2022,12:30:00,51.36729849163095,40.51894078956385,80,S,8.277343966690001,5.264417523610675,30.056653514869467,0.6195605059670569,Clear
01/02/2022,13:00:00,77.58405225243008,55.48729602884109,85,NE,9.307374638402544,12.505904605335608,29.92300644821788,0.6324871046665864,Snow
01/02/2022,13:30:00,51.05713057172395,50.52501002094884,54,W,4.545277723699868,2.212752647686418,29.91874412030242,0.14544483146510045,T-Storm / Windy
01/02/2022,14:00:00,84.59412876635835,46.25362849032592,50,NW,6.31648428479473,2.5178948211256524,29.990707000489817,0.8960586417247014,T-Storm / Windy
01/02/2022,14:30:00,63.40998079282225,65.02323448714043,98,SW,8.326927134205397,12.058084005155067,29.99043658766851,0.1394086128691141,Fog
01/02/2022,15:00:00,69.97298847110676,58.65707947284748,51,N,3.501546911597538,9.485886056674143,29.9295101140214,0.3648682043733299,Rain
01/02/2022,15:30:00,55.127304980971786,43.15147294144679,78,SW,4.697651798453826,13.692503995181404,30.015373528917078,0.7074066255510464,Clear
01/02/2022,16:00:00,76.5516348494936,49.664779672285846,83,CALM,0.7737946127655526,4.021496626856003,30.083258332158326,0.7695696475836832,Drizzle
01/02/2022,16:30:00,71.6679661529351,57.88348205474612,55,N,3.0222630892646505,2.083220044395002,30.024256646699317,0.6611493649022411,Rain / Windy
01/02/2022,17:00:00,87.10047368174645,49.49994119096328,74,E,9.087142216621007,0.5806949610108347,29.970442186532527,0.6344019826570906,Thunder
01/02/2022,17:30:00,65.75222678302428,61.39401471273339,77,CALM,8.01878016476017,7.733614430908313,29.94992069461839,0.7466834926372381,Thunder
01/02/2022,18:00:00,84.6432846839378,46.789981066863106,58,SW,5.0791501116043145,1.4474818374489424,30.00670996300076,0.5759676873189754,T-Storm / Windy
01/02/2022,18:30:00,62.737719300877615,40.41914872764493,89,S,3.2743590877885165,6.340434472540762,29.905638625696312,0.9858934649526802,Haze / Windy
01/02/2022,19:00:00,59.3570880998448,55.894791926008104,69,NW,8.841068677410856,8.909061608853994,30.044963069106682,0.22968701081833143,Thunder
01/02/2022,19:30:00,81.23949482830135,57.74932018664178,97,N,5.445868724867423,3.0309085435913214,29.942627506983197,0.8544236977681934,T-Storm / Windy
01/02/2022,20:00:00,67.52436880794627,41.99029242344469,72,NE,7.834937960748633,8.906756222739574,29.995177951401455,0.20708347760224877,Drizzle
01/02/2022,20:30:00,85.9831452999661,44.48016512404652,83,N,7.991355286397193,9.669115484423857,30.03458905554839,0.3137369095231737,Clear
01/02/2022,21:00:00,89.81376330403234,47.050970001954894,83,W,3.02432701225675,8.48703891596518,29.92644664385024,0.053993846188784,Thunder
01/02/2022,21:30:00,61.390397460716876,60.90032388861455,60,SW,1.936224076819516,2.566541290140394,29.94937623494657,0.432189404064647,Clear
01/02/2022,22:00:00,62.724323151952646,59.515293529706035,80,S,6.543333095403842,3.8373127469318975,30.03377238042335,0.18450665638229036,Drizzle
01/02/2022,22:30:00,55.45454605907112,69.48612655743074,63,W,2.474976315251769,2.881754047696685,29.91516604172249,0.9212826142238246,Cloudy
01/02/2022,23:00:00,60.32747295464411,60.77602614486014,61,NW,6.886226423610778,14.884532431442297,30.00935997703328,0.5747001162912699,Fog
01/02/2022,23:30:00,84.00989792247259,41.27708160954607,94,NE,0.9496764733288721,3.6591345227547856,29.929405674458557,0.1181885746175999,Cloudy
01/03/2022,00:00:00,71.86965033994107,46.26970981586503,79,NW,2.76742965792512,0.7805044439471559,30.04772075352396,0.1268619693509262,Thunder
01/03/2022,00:30:00,85.53402609720307,64.91390984280638,84,NW,5.300437132722113,6.092903989791045,30.024527905835722,0.6712367003072999,Fog
01/03/2022,01:00:00,64.38789053235463,44.40852414825613,100,CALM,5.090581522231758,1.986791940999193,30.058530811136432,0.05572928289366286,Drizzle
01/03/2022,01:30:00,51.328645384798996,64.79616350662944,76,SE,9.547223485822725,7.48339858700288,30.008637924933364,0.486281818598265,Fog
01/03/2022,02:00:00,75.87851202986528,68.71652091800887,92,SE,9.170439272071718,9.663526331196781,30.083053589524724,0.9899270930710824,Clear
01/03/2022,02:30:00,51.82412321669376,49.15904762296915,53,SE,5.339479430366662,9.086503718482959,29.997708588782352,0.1035705723024607,Snow
01/03/2022,03:00:00,65.6691968334128,65.80858252776025,89,SE,9.492192272536538,13.2595665671553,30.02839497131123,0.6840393314348198,Cloudy
01/03/2022,03:30:00,86.08919709595199,46.46890372710429,95,E,4.038878056570132,6.718862277868525,29.962023256584256,0.17866124475243372,T-Storm
01/03/2022,04:00:00,88.443789695274,68.02078180313543,85,NW,0.2522347089037258,0.8550853818529819,30.02833095200057,0.7075474576892617,Cloudy
01/03/2022,04:30:00,85.09931767955194,56.89628491614346,52,SW,3.806149116240033,14.846945386872722,29.925140594881572,0.8970472379192821,Rain / Windy
01/03/2022,05:00:00,61.319383756280644,45.60368057538917,79,SW,6.165007578029429,4.230966098344638,30.03128305789127,0.13322869361621603,Snow
01/03/2022,05:30:00,85.26809338069896,42.68290217008703,62,CALM,1.7110765181509846,13.339049478889956,29.915596723575057,0.18933653938433614,Haze / Windy
01/03/2022,06:00:00,84.01915627656683,46.64517400654007,80,W,0.7842370408666266,8.690352401808921,30.045873933034198,0.56277876240451,Drizzle
01/03/2022,06:30:00,71.14527045832627,55.681675107486974,54,SE,0.15489773047129285,2.9669911227968386,29.9274299894858,0.9950969673741491,Haze / Windy
01/03/2022,07:00:00,59.037710072043375,64.92744091954405,56,CALM,7.542525760877089,5.124091246263843,29.998679726619436,0.5722994456960133,Rain
01/03/2022,07:30:00,88.5225045968462,52.30286070500247,53,NW,5.504568514220263,3.1565301858954338,29.984212305708322,0.8888011112549777,Fog
01/03/2022,08:00:00,56.52716610741314,44.08050777849209,83,NE,0.21009072311391708,14.547731237820368,30.002841420271704,0.6537718281005932,Rain / Windy
01/03/2022,08:30:00,67.68415356370943,47.360864731209304,97,NE,6.352902203111311,10.479772227044414,29.990773871401895,0.5825132927556949,Snow
01/03/2022,09:00:00,55.91609951626006,54.45659583557652,81,N,1.9095491343252913,8.5522862481973,30.011250753841306,0.4071892094216699,T-Storm / Windy
01/03/2022,09:30:00,54.8582558515062,64.07746275325762,82,CALM,2.4873882780909584,8.919100064409907,30.087017018679376,0.4296472341359111,Rain / Windy
01/03/2022,10:00:00,56.88396417775951,50.66204229297869,73,E,5.137949214930946,4.3286948696205245,30.02836835487998,0.7013889282402375,T-Storm
01/03/2022,10:30:00,51.83520535192726,49.7425875081149,64,NE,9.107670133207009,13.160565110284633,30.08768160388762,0.6341634807255934,Rain / Windy
01/03/2022,11:00:00,54.31466066755479,46.52311737571451,85,E,2.331529233118065,4.6705319167574455,30.002673038038488,0.605162534184279,Rain
01/03/2022,11:30:00,78.96787571487428,47.46705308727377,72,N,7.328249780497787,11.644833867303236,29.95551570446661,0.6967188351896233,T-Storm / Windy
01/03/2022,12:00:00,83.20002725209164,40.76540188198435,70,NE,5.627372421886726,8.044735617963457,29.975794622428754,0.8362279235277309,Snow
01/03/2022,12:30:00,77.02569801136825,44.1923507369449,51,SE,6.159310753684663,5.546960780111265,29.97551920043194,0.9794878853456365,Snow
01/03/2022,13:00:00,70.82544091335797,49.6837791471106,90,E,3.6815336431182044,4.68187238429996,29.90440308217353,0.3401646060438305,Rain
01/03/2022,13:30:00,56.52352537953458,41.362814075429235,95,SW,2.397916949221507,8.29012567878082,29.97047178801866,0.8217287479167926,T-Storm / Windy
01/03/2022,14:00:00,80.34603964935847,64.2906690823264,70,CALM,4.6299716163275315,2.0396075804044016,30.036092876083213,0.1422534874856607,T-Storm
01/03/2022,14:30:00,63.90954978318457,68.39267032628096,71,S,6.609973246309806,7.244039231549842,30.02498875372514,0.30484926052905215,Clear
01/03/2022,15:00:00,55.082833221899115,65.96501425320776,65,SW,5.650301047869018,4.279644543634139,29.9420567002388,0.8281367347610556,Drizzle
01/03/2022,15:30:00,77.1483388677786,41.36516163760457,76,CALM,0.6216142605086583,5.324905401330994,29.946807747705854,0.8207074606376333,Cloudy
01/03/2022,16:00:00,53.46064459992312,59.41038458430225,62,CALM,9.501700803384315,14.614070436650003,29.902889744397942,0.784016023110789,Cloudy
01/03/2022,16:30:00,55.37618523871722,54.58356073293359,83,NE,9.612313078023565,11.800046100539893,29.907791260739756,0.9115163260021316,Clear
01/03/2022,17:00:00,62.41671077848143,43.914766266934116,98,E,1.6696309430448675,0.5508119356413232,30.01092026100385,0.9403870113488496,T-Storm
01/03/2022,17:30:00,52.72536448248892,63.019684039611874,54,NE,2.1195906558041666,4.753090542001429,30.009813669130416,0.7614499542725764,Rain
01/03/2022,18:00:00,65.55978006576856,46.609643580024695,51,S,8.36486132534092,11.416772902300849,30.045354714655534,0.3320118433429141,Thunder
01/03/2022,18:30:00,87.19302353325199,59.50263129608044,99,N,0.9437882859644786,8.291811500808675,29.95020833738597,0.24212038599570085,Snow
01/03/2022,19:00:00,55.980756636810575,63.44942508798138,52,W,2.9733017409693465,5.691640209490852,29.915784947303944,0.1837855807451959,Rain
01/03/2022,19:30:00,52.56245863036173,62.31181455729194,94,S,6.295040800279647,2.4860164549764225,30.051283850920964,0.2936340613441316,Clear
01/03/2022,20:00:00,78.13605619038115,61.118845724765976,55,CALM,8.653171218015897,4.927331533599782,29.904097553001066,0.5944461533742441,Cloudy
01/03/2022,20:30:00,79.4106066506891,52.82197224817314,92,CALM,3.74492108403645,6.08448704423617,30.011977884757986,0.9201258642824461,Rain
01/03/2022,21:00:00,89.90725153061986,48.49546906735362,53,SW,0.3624808210991892,8.137703999542948,30.048245658507874,0.08779838435517373,Clear
01/03/2022,21:30:00,58.647486393091185,52.59044405629954,83,N,3.4284325344403332,4.884206257850499,29.956822682608248,0.21850504592217201,Thunder
01/03/2022,22:00:00,81.5020817521708,68.6357460259527,72,SE,7.04242495927897,0.9817064473873621,30.090481943289568,0.14529873817493855,Drizzle
01/03/2022,22:30:00,59.940263545904415,66.43407464463853,81,CALM,1.4827843200446655,0.7438670603238123,30.009788769968285,0.43828472256328177,Clear
01/03/2022,23:00:00,72.85663495102257,64.7165910822925,66,NW,2.0032041849658446,3.194650161543431,29.953258448816673,0.3666443458987326,Clear
01/03/2022,23:30:00,77.45425453079847,43.41393447608013,95,N,9.123822374290702,12.308037304272915,30.009625037054573,0.755094211436439,Cloudy
01/04/2022,00:00:00,67.62647921544689,66.9100556348275,89,CALM,3.0320854110739006,9.435489956359863,29.9288605348361,0.4150546644210166,Cloudy
01/04/2022,00:30:00,50.8653101778743,60.866874825344645,79,E,8.772738102044833,8.09478003630105,30.041222955552765,0.09642406557992644,Haze / Windy
01/04/2022,01:00:00,68.94537888700461,68.74977147793632,99,W,0.7861514096774869,4.7581149137776775,30.08433476629711,0.809023424158724,Clear
01/04/2022,01:30:00,76.13746751125234,65.13640694804536,90,E,9.089604978795824,0.7587902823754467,30.00270600688008,0.1270108766407958,Snow
01/04/2022,02:00:00,69.35155275139161,42.28716737406656,63,W,7.77511537746337,0.2660415861634152,30.055079927943613,0.344221527115826,Thunder
01/04/2022,02:30:00,89.90453555926075,61.090767431609834,74,E,2.7127070001276286,13.80146350657026,29.9804011609707,0.7659817105345971,T-Storm / Windy
01/04/2022,03:00:00,74.60445591079288,43.666489239913616,53,SE,2.843315648179159,7.185122899053267,29.949042665046775,0.310572583724107,Cloudy
01/04/2022,03:30:00,73.11282562742662,43.827352736718446,69,E,9.63029729818113,12.863099321411639,30.04858698991483,0.3122888201120638,Rain
01/04/2022,04:00:00,68.9490651234822,69.73653442806372,95,SW,6.755868166989487,7.114729811418138,29.943838768328405,0.3528992570000009,Thunder
01/04/2022,04:30:00,77.9467110005636,46.48326506058681,82,SE,5.243117942898808,1.3807538046668644,30.00452780746508,0.44239264409998647,Rain / Windy
01/04/2022,05:00:00,57.9595216125494,54.91384124989262,81,SE,5.559251386314963,0.8993268179456038,30.03031238517449,0.0633374260363585,Rain
01/04/2022,05:30:00,59.856708139873895,53.97368660045997,52,E,4.267443238898937,9.259457993515648,29.96561352727643,0.040738441381641954,Thunder
01/04/2022,06:00:00,64.27783398762122,47.048104666391836,50,NW,2.9938957009365295,2.007205873824918,29.973648419124622,0.5510121838974872,Fog
01/04/2022,06:30:00,79.76632304208451,64.92139250924859,71,N,5.741296788327107,8.523197775421144,29.9336319641362,0.3197292491877408,T-Storm
01/04/2022,07:00:00,80.06061044880325,62.4569490713649,83,E,9.945777870424271,7.1663902851105545,30.063905303176977,0.861225006114279,Haze / Windy
01/04/2022,07:30:00,69.3111546479372,61.9142161334615,86,W,3.70774181264098,7.7975109968258725,29.92073403090118,0.21812419443472109,Haze / Windy
01/04/2022,08:00:00,59.281029951114476,61.93666695935022,76,SW,4.5528056551073215,10.18069185547291,29.908812274046415,0.4276689333475916,Snow
01/04/2022,08:30:00,74.91941475385022,68.90773558651779,72,NW,3.964606781964284,0.2703947931583067,30.043401891572874,0.5434136320891296,Clear
01/04/2022,09:00:00,69.0667575631585,46.46621646497141,78,N,7.959149891104158,11.070199141839751,29.958661504600983,0.749390731618647,T-Storm
01/04/2022,09:30:00,84.94622933026912,48.64455371044572,75,S,3.348477984145677,5.9917906663202976,30.043344406116358,0.25196658088633095,Snow
01/04/2022,10:00:00,83.88016334602543,65.38900896752088,70,SE,9.484821103057836,1.476992182989868,30.047590831196082,0.12828463606814222,Thunder
01/04/2022,10:30:00,73.75829449855385,57.079715711548786,61,NW,7.043304990293575,6.3849923886615985,30.065494760072742,0.8733111302744453,Thunder
01/04/2022,11:00:00,78.10074061372077,40.083029203010824,53,W,1.040210182531427,12.431034469125434,29.927746566800778,0.5348546069675069,Clear
01/04/2022,11:30:00,75.89028063701399,45.540561629007456,85,E,4.408580190732079,3.551996547300917,30.03727123150232,0.5634330152889622,Rain
01/04/2022,12:00:00,78.39358274597922,44.61709517783186,62,S,8.201616965901508,13.533343595654596,30.00421810776218,0.41235169529643556,Rain
01/04/2022,12:30:00,62.06348050893301,45.454727792286555,92,S,8.09972274857422,4.044104149898507,29.962743509774747,0.21881304433517113,Fog
01/04/2022,13:00:00,76.53821709100299,52.896421640468674,95,S,7.15988899295523,11.230862444776523,30.09432223363686,0.46977504029953643,Cloudy
01/04/2022,13:30:00,89.44148514694925,48.87907292058967,52,E,3.6035921759180023,4.954830867598759,29.976175645872615,0.09958628323370011,Rain
01/04/2022,14:00:00,81.4927911688786,66.21055305553855,57,W,4.33345062377271,7.34173411533254,30.067650921325132,0.33337243864604327,Clear
01/04/2022,14:30:00,67.60728497700941,63.61686606284335,63,SW,1.5768276829215444,0.8673583852140415,29.912202263876512,0.4985138255728825,Clear
01/04/2022,15:00:00,66.88448953181924,59.0086013744912,55,E,8.664074226163885,14.059126722430413,30.019172677983335,0.9152086602573277,Rain / Windy
01/04/2022,15:30:00,75.84966466051492,68.42723395987188,92,W,2.4367105965460025,0.8926202582765486,29.950421540611444,0.43322288052730173,Haze / Windy
01/04/2022,16:00:00,82.66053373288757,61.530419840426724,95,NE,1.4992795559979,6.498334923716073,30.032967335315693,0.7908782114703878,Haze / Windy
01/04/2022,16:30:00,54.42214998617208,53.47558252492148,63,W,4.892772331243912,3.3663193776213953,30.027448112882244,0.6902829572862323,Snow
01/04/2022,17:00:00,68.56731468271006,69.02065810822232,93,NW,8.859799336053873,10.58432525472252,29.91101433931791,0.17656939033057062,T-Storm / Windy
01/04/2022,17:30:00,72.66713345404284,47.50801695428981,90,NE,3.7295036850965557,0.23118885440038928,29.959575598096333,0.5979954889877147,Thunder
01/04/2022,18:00:00,83.31483510955977,46.48915264306128,53,N,6.47346897053713,14.061948660776618,29.948629764386197,0.8871478749401233,Fog
01/04/2022,18:30:00,70.94140719521967,63.27837210699323,61,CALM,3.963639533188361,7.225006837890548,30.040161353560304,0.3060715849797708,Drizzle
01/04/2022,19:00:00,81.42737942539009,40.61676170606369,100,SE,1.2082318210391096,0.8633198333957692,30.027526981411928,0.6299941218043846,T-Storm / Windy
01/04/2022,19:30:00,71.21487575642529,51.19822585718889,56,S,9.961534527752082,13.814733257786179,30.002738937183313,0.6739531443714823,Clear
01/04/2022,20:00:00,52.74043599957492,50.290165988806265,72,E,0.4770559169687649,10.42605278863389,29.925801681393907,0.8331256785741072,Haze / Windy
01/04/2022,20:30:00,69.03409843580836,63.859288580801746,51,NE,4.723034572872931,9.920945486030199,29.97955590760818,0.2957449060085666,Snow
01/04/2022,21:00:00,70.25182890229772,53.44361743217358,99,SE,2.2955665028769423,1.0915525035327212,30.00259829836647,0.18679283393957935,Thunder
01/04/2022,21:30:00,67.78572964579408,45.11134590792664,55,NW,9.305087223689664,0.27790316492322553,29.985086771668513,0.055344110350265874,T-Storm / Windy
01/04/2022,22:00:00,84.89466106754566,47.402915899137604,83,CALM,3.965515016207565,10.619127114207787,29.971593854127377,0.3989588088686843,Thunder
